,Unique_Reference_Number,Newspaper,Date,Event_Date,Country,State/Province,City,Organization_Hosting,Event_Location,Persons,Price_Event,Revenue,Attendance,Contains_BOF,Aditional_Comments,Archive,Unnamed: 0,'File' Attachments,Notes,Place Published,Location,Record Number,Reference Type,Short Title,Title,Year,Reference Type.1,Edition,Issue,Reporter,County,Event Date
128,R_187,Rockland County Journal,1892-03-12,"March 15, 1892",U.S.,NY,Nyack,The Ladies of the Dorcas Society,"The lecture room of the Clarkstown Reformed Church, Mont Moor",,,,,n,,,,,,,"Nyack, NY, U.S.",,,,,,,,,,,
52,,Orleans County Monitor,1892-03-14,,,,,,,,,,,,,Chronicling America,52.0,"internal-pdf://2648102640/Orleans County Monitor, March 14, 1892.pdf",,Cong,"Barton, Vermont",6650.0, Newspaper Article,The Ladies’ Aid Society,The Ladies’ Aid Society,,,,,,,"March 18, 1892"
360,,The record-union,1892-03-15,,,,,,,,,,,,,Chronicling America,360.0,"internal-pdf://3006968064/The record-union, March 15, 1892.pdf",Contains eBOF; event is also referenced on the March 16 issue,,"Sacramento, California",6013.0, Newspaper Article,Y.P.S.C.E. of Westminster Presbyterian Church,Y.P.S.C.E. of Westminster Presbyterian Church,"March 15, 1892",,,,,,
128,,The record-union,1892-03-15,,,,,,,,,,,,,Chronicling America,128.0,"internal-pdf://3006968061/The record-union, March 15, 1892.pdf",Contains eBOF; same event is referenced in the issue from March 16,"Westminster Presbyterian church, Sixth and L","Sacramento, California",6453.0, Newspaper Article,Y.P.S.C.E. of Westminster Presbyterian church,Y.P.S.C.E. of Westminster Presbyterian church,"March 15, 1892",,,,,,
83,R_142,Herkimer Democrat,1892-03-16,"March 18, 1892",U.S.,NY,Norway,Excelsior Lodge of Good Templars,Excelsior Lodge of Good Templars' rooms,,10 cents,,,n,"Also called a ""cobweb social""",,,,,,"Norway, NY, U.S.",,,,,,,,,,,
109,R_168,Penn Yan Express,1892-03-16,"March 8, 1892",U.S.,NY,Keuka College,Ladies' Aid Society of the Park,Chapel,,,25$ USD,,y,References the same event as R_167,,,,,,"Keuka College, NY, U.S.",,,,,,,,,,,
322,R_381,Wyoming County Times Warsaw,1892-03-17,"March 11, 1892",U.S.,NY,North Java,,Lockwood hall,Miss Nettie Torrey; Miss Almy Torrey; Guy Merville; ,,,,y,,,,,,,"North Java, NY, U.S.",,,,,,,,,,,
217,,Los Angeles herald,1892-03-21,,,,,,,,,,,,,Chronicling America,217.0,"internal-pdf://3516616712/Los Angeles herald, March 21, 1892.pdf",,Church,"Los Angeles, California",6011.0, Newspaper Article,Young ladies of the University M.E. Sunday school,Young ladies of the University M.E. Sunday school,"March 16, 1892",,,,,,
164,R_223,The Catskill Recorder,1892-03-25,"March 18, 1892",U.S.,NY,Greenville,The Young People of the Greenville Presbyterian Church,,,,,,n,,,,,,,"Greenville, NY, U.S.",,,,,,,,,,,
16,R_399,Heywood Advertiser,1892-03-25,1892-03-28,England,,Heywood,Young Men's Class [Wesleyan School],"Wesleyan School, Hill-street, Heywood",WM Booth,"1s each, half price for children under 12",,,No,,British Newspaper Archives,,,,,"Heywood, nan, England",,,,,,,,,,Lancashire,
135,,Evening Capital Journal,1892-03-26,,,,,,,,,,,,,Chronicling America,135.0,"internal-pdf://3617318126/Evening Capital Journal,March 26, 1892.pdf",Menu included.,Insurance building,"Salem, Oregon",5961.0, Newspaper Article,Ladies of the WRC,Ladies of the WRC,"March 28, 1892",,,,,,
311,,Orleans County Montitor,1892-03-28,,,,,,,,,,,,,Chronicling America,311.0,"internal-pdf://3616831736/Orleans County Monitor, March 28, 1892.pdf",,Institute Hall,"Barton, Vermont",6159.0, Newspaper Article,,,"April 01, 1892",,,,,,
75,,St. Johnsbury Caledonian,1892-03-31,,,,,,,,,,,,,Chronicling America,75.0,"internal-pdf://3033283277/St. Johnsbury Caledonian, March 31, 1892.pdf",,Congregational vestry,"St. Johnsbury, Vermont",6656.0, Newspaper Article,Young Ladies,Young Ladies,,,,,,,"March 25, 1892"
54,,Burlington Weekly Free Press,1892-04-07,,,,,,,,,,,,,Chronicling America,54.0,"internal-pdf://1129566407/Burlington Weekly Free Press, April 07, 1892.pdf",,Town Hall,"Burlington, Vermont",6147.0, Newspaper Article,YPSCE,YPSCE,"April 01, 1892",,,,,,
273,R_332,The Plattsburgh Sentinel,1892-04-08,"~April 08, 1892",U.S.,NY,Sarnac,,,,,~16$ USD,,n,,,,,,,"Sarnac, NY, U.S.",,,,,,,,,,,
41,,Las Vegas Free Press,1892-04-08,,,,,,,,,,,,,Chronicling America,41.0,"internal-pdf://3594751246/Las Vegas Free Press, April 08, 1892.pdf",Also mentioned April 07.,,"East Las Vegas, New Mexico",6584.0, Newspaper Article,,,,,,,,,"April 08, 1892"
181,,The herald-advance,1892-04-08,,,,,,,,,,,,,Chronicling America,181.0,"internal-pdf://1869470116/The herald-advance, April 08, 1892.pdf",,,"Milbank, South Dakota",6720.0, Newspaper Article,Ladies of the W.C.T.U.,Ladies of the W.C.T.U.,,,,,,,
207,,Las Vegas free press,1892-04-09,,,,,,,,,,,,,Chronicling America,207.0,"internal-pdf://1287859999/Las Vegas free press, April 09, 1892.pdf",Contains eBOF,,"Las Vegas, New Mexico",6405.0, Newspaper Article,Christian Endeavor society,Christian Endeavor society,"April 08, 1892",,,,,,
457,,The United Opinion,1892-04-22,,,,,,,,,,,,,Chronicling America,457.0,"internal-pdf://3729635688/The United Opinion, April 22, 1892.pdf",,,"Bradford, Vermont",6375.0, Newspaper Article,,,"April 22, 1892",,,,,,
70,,The Seattle Post-Intelligencer,1892-04-24,,,,,,,,,,,,,Chronicling America,70.0,"internal-pdf://1734575188/The Seattle Post-Intelligencer, April 24, 1892.pdf",Mentioned also May 02.,Church Parlors,"Seattle, Washington",6674.0, Newspaper Article,The Ladies’ Aid Society of the Grace M.E. Church,The Ladies’ Aid Society of the Grace M.E. Church,,,,,,,"April 29, 1892"
87,,The Columbian,1892-04-26,,,,,,,,,,,,,Chronicling America,87.0,"internal-pdf://3232328605/The Columbian, April 26, 1892.pdf",Menu included,,"Bloomsburg, Pennsylvania",5971.0, Newspaper Article,Ladies of the Tunkhannock Baptist Church,Ladies of the Tunkhannock Baptist Church,,,,,,,
106,R_165,Penn Yan Express,1892-04-27,"April 29, 1892",U.S.,NY,Penn Yan,Ladies' Helping Hand Society,"Lounsbery's Hall, Potter Center",,,,,n,,,,,,,"Penn Yan, NY, U.S.",,,,,,,,,,,
196,,The Jersey City news,1892-04-29,,,,,,,,,,,,,Chronicling America,196.0,"internal-pdf://1061730688/The Jersey City news, April 29, 1892.pdf",,Lecture room of the First Reformed Church,"Jersey City, New Jersey",6314.0, Newspaper Article,Ladies’ Aid society,Ladies’ Aid society,"April 28, 1892",,,,,,
181,,The Herald-Advance,1892-05-06,,,,,,,,,,,,,Chronicling America,181.0,"internal-pdf://2501878586/The Herald-Advance, May 06, 1892.pdf",Menu included,Lender building,"Milbank, South Dakota",5990.0, Newspaper Article,Ladies of the WCTU,Ladies of the WCTU,"May 05, 1892",,,,,,
455,,The true northerner,1892-05-11,,,,,,,,,,,,,Chronicling America,455.0,"internal-pdf://4206140842/The true northerner, May 11, 1892.pdf",,,"Deeatur, Michigan",6257.0, Newspaper Article,Universalists,Universalists,"May 06, 1892",,,,,,
282,R_341,The Port Jervis Union,1892-05-13,"May 17, 1892",U.S.,NY,Matamoras,The United Chrisitan Workers/ The young ladies of the Evangelical church,Residence of Mr. and Mrs. Nate Smith,Mr. and Mrs. Nate Smith,15 cents,,,n,,,,,,,"Matamoras, NY, U.S.",,,,,,,,,,,
16,,The Columbian,1892-05-13,,,,,,,,,,,,,Chronicling America,16.0,"internal-pdf://2803342343/The Columbian, May 13, 1892.pdf",,,"Bloomsburg, Pennsylvania",6636.0, Newspaper Article,Ladies of the Presbyterian Church,Ladies of the Presbyterian Church,,,,,,,"May 07, 1892"
158,,The Livingston enterprise,1892-05-14,,,,,,,,,,,,,Chronicling America,158.0,"internal-pdf://3194224866/The Livingston enterprise, May 14, 1892.pdf",,Methodist church,"Livingston, Montana",6610.0, Newspaper Article,,,"May 10, 1892",,,,,,
32,,Grand Rapids Herald,1892-05-15,,,,,,,,,,,,,Chronicling America,32.0,"internal-pdf://0238962594/Grand Rapids Herald, May 15, 1892.pdf",Menu included. Also mentioned on May 10.,Residence of Dr and Mrs C. H. Johnston,"Grand Rapids, Michigan",6510.0, Newspaper Article,Mrs. A.B. Coffinberry’s of Grace Church,Mrs. A.B. Coffinberry’s of Grace Church,,,,,,,"May 12, 1892"
283,R_342,The Port Jervis Union,1892-05-15,"May 17, 1892",U.S.,NY,Matamoras,The United Chrisitan Workers/ The young ladies of the Evangelical church,Residence of Mr. and Mrs. Nate Smith,Mr. and Mrs. Nate Smith,15 cents,,,n,References the same event as R_341,,,,,,"Matamoras, NY, U.S.",,,,,,,,,,,
155,,Grand Rapids herald,1892-05-15,,,,,,,,,,,,,Chronicling America,155.0,"internal-pdf://2706896567/Grand Rapids herald, May 15, 1892.pdf",Contains eBOF,Residence of Dr. and Mrs. C.H. Johnston,"Grand Rapids, Michigan",6252.0, Newspaper Article,Mrs. A.B. Coffinberry’s of Grace church,Mrs. A.B. Coffinberry’s of Grace church,"May 12, 1892",,,,,,
202,,Juniata Sentinel and Repbulican,1892-05-18,,,,,,,,,,,,,Chronicling America,202.0,"internal-pdf://0813632147/Juniata Sentinel and Repbulican, May 18, 1892.pdf",Menu included.,A Harlem Church [?],"Mifflintown, Pennsylvania",5979.0, Newspaper Article,,,,,,,,,
284,R_343,The Port Jervis Union,1892-05-18,"May 17, 1892",U.S.,NY,Matamoras,The United Chrisitan Workers of the Hope Evangelical church/ The young ladies of the Evangelical church,Residence of Mr. and Mrs. Nate Smith,Mr. and Mrs. Nate Smith,15 cents,19$ USD,,n,References the same event as R_341 and R_342,,,,,,"Matamoras, NY, U.S.",,,,,,,,,,,
305,R_364,Tri-states Union Port Jervis,1892-05-19,"May 17, 1892",U.S.,NY,Matamoras,The United Chrisitan Workers/ The young ladies of the Evangelical church,Residence of Mr. and Mrs. Nate Smith,Mr. and Mrs. Nate Smith,15 cents,,,n,"References the same event as R_341, R_342, R_343",,,,,,"Matamoras, NY, U.S.",,,,,,,,,,,
341,,The Portland daily press,1892-05-24,,,,,,,,,,,,,Chronicling America,341.0,"internal-pdf://3617318123/The Portland daily press, May 24, 1892.pdf",,,"Old Orchard, Maine",6217.0, Newspaper Article,Epworth league of Old Orchard,Epworth league of Old Orchard,"May 23, 1892",,,,,,
31,,The Globe-Republican,1892-06-06,,,,,,,,,,,,,Chronicling America,31.0,"internal-pdf://1395235122/The Globe-Republican, June 06, 1892.pdf",Menu included.,Marsh Building,"Dodge City, Kansas",6495.0, Newspaper Article,Epworth League,Epworth League,,,,,,,"June 08, 1892"
61,,Burlington Weekly Free Press,1892-06-09,,,,,,,,,,,,,Chronicling America,61.0,"internal-pdf://4059243598/Burlington Weekly Free Press, June 09, 1892.pdf",,Academy Green,"Burlington, Vermont",6148.0, Newspaper Article,The Students of Academy Green,The Students of Academy Green,"June 07, 1892",,,,,,
97,,Mower County transcript,1892-06-15,,,,,,,,,,,,,Chronicling America,97.0,"internal-pdf://3692101146/Mower County transcript, June 15, 1892.pdf",,Residence of C.H. Newman,"Lansing, Minnesota",6578.0, Newspaper Article,,,"June 10, 1892",,,,,,
234,R_293,The Long-Islander Huntington,1892-07-30,"August 1, 1892",U.S.,NY,Northport,The M.E. Sunday School,Union Hall,,,,,n,,,,,,,"Northport, NY, U.S.",,,,,,,,,,,
51,,Orleans County Monitor,1892-08-01,,,,,,,,,,,,,Chronicling America,51.0,"internal-pdf://1061730687/Orleans County Monitor, August 01, 1892.pdf",,Maple Hall,"Barton, Vermont",6651.0, Newspaper Article,,,,,,,,,"August 02, 1892"
21,,Wood County reporter,1892-08-11,,,,,,,,,,,,,Chronicling America,21.0,"internal-pdf://4084960719/Wood County reporter, August 11, 1892.pdf",,Epworth hall,"Grand Rapids, Wisconsin",6830.0, Newspaper Article,Young people of the Epworth league,Young people of the Epworth league,"August 17, 1892",,,,,,
498,,Wood County Reporter,1892-08-11,,,,,,,,,,,,,Chronicling America,498.0,"internal-pdf://2757970154/Wood County Reporter, August 11, 1892.pdf",,Epworth Hall,"Grand Rapids, Wisconsin",6437.0, Newspaper Article,Young People of the Epworth League,Young People of the Epworth League,"August 17, 1892",,,,,,
236,,Crawford avalanche,1892-09-08,,,,,,,,,,,,,Chronicling America,236.0,"internal-pdf://3386519670/Crawford avalanche, September 08, 1892.pdf",Contains eBOF; same event is referenced in the issue from September 15,Opera house,"Grayling, Michigan",6569.0, Newspaper Article,Ladies’ Aid society of the M.E. church,Ladies’ Aid society of the M.E. church,September 16m 1892,,,,,,
388,,Santa Fe daily New Mexican,1892-09-08,,,,,,,,,,,,,Chronicling America,388.0,"internal-pdf://1431742587/Santa Fe daily New Mexican, September 08, 1892.pdf",Same event is referenced in the issue from September 3,"Mr. Goebel’s store room, Catron block","Santa Fe, New Mexico",6407.0, Newspaper Article,Ladies of the Methodist church,Ladies of the Methodist church,"September 08, 1892",,,,,,
1,R_54,Buffalo Evening News,1892-09-20,,U.S.,NY,Buffalo,,,,,,,y,"References a text called ""Mary Fairfax in Housekeeper's Weekly"" - which has instructions on how to have a CS",,,,,,"Buffalo, NY, U.S.",,,,,,,,,,,
67,,Burlington Weekly Free Press,1892-09-29,,,,,,,,,,,,,Chronicling America,67.0,"internal-pdf://3130390638/Burlington Weekly Free Press, September 29, 18.pdf",,,"Burlington, Vermont",6149.0, Newspaper Article,YPSCE and Ladies of the Congregational Church,YPSCE and Ladies of the Congregational Church,"October 05, 1892",,,,,,
299,R_358,Ticonderoga Sentinel,1892-10-06,"~October 05, 1892",U.S.,NY,Crown Point,,,,,~18$ USD,"""few""",n,,,,,,,"Crown Point, NY, U.S.",,,,,,,,,,,
356,,The Princeton union,1892-10-06,,,,,,,,,,,,,Chronicling America,356.0,"internal-pdf://3259267543/The Princeton union, October 06, 1892.pdf",Same event is referenced in the issue from October 13,Good Templar’s hall,"Princeton, Minnesota",6275.0, Newspaper Article,Ladies’ Aid society,Ladies’ Aid society,"October 07, 1892",,,,,,
215,,Las Vegas free press,1892-10-11,,,,,,,,,,,,,Chronicling America,215.0,"internal-pdf://0661761148/Las Vegas free press, October 11, 1892.pdf",,Residence of Mrs. Detterick on Interocean street,"East Las Vegas, New Mexico",6630.0, Newspaper Article,Baptist missionary society,Baptist missionary society,"October 13, 1892",,,,,,
84,R_143,Herkimer Democrat,1892-10-12,"October 14, 1892",U.S.,NY,Newville,The young people of Newville,Parlors of Mrs. J.A. Houpt,Mrs. J.A. Houpt; Rev. Mr. Taber,,,,n,,,,,,,"Newville, NY, U.S.",,,,,,,,,,,
227,,The midland journal,1892-10-21,,,,,,,,,,,,,Chronicling America,227.0,"internal-pdf://3386519672/The midland journal, October 21, 1892.pdf",,Chapel adjoining the church,"West Nottingham, Maryland",6233.0, Newspaper Article,Ladies of west Nottingham Presbyterian Church,Ladies of west Nottingham Presbyterian Church,"November 01, 1892",,,,,,
224,,The Seattle post-intelligencer,1892-10-23,,,,,,,,,,,,,Chronicling America,224.0,"internal-pdf://2624151020/The Seattle post-intelligencer, October 23, 18.pdf",Same event is referenced in the issue from October 24,Second Methodist Protestant church,"Seattle, Washington",6806.0, Newspaper Article,Young People of the Second Methodist Protestant church,Young People of the Second Methodist Protestant church,"October 21, 1892",,,,,,
308,,Orleans County Monitor,1892-10-24,,,,,,,,,,,,,Chronicling America,308.0,"internal-pdf://2045826606/Orleans County Monitor, October 24, 1892.pdf",,Hazen Hall,"Barton, Vermont",6330.0, Newspaper Article,Ladies’ Aid Society,Ladies’ Aid Society,"October 28, 1892",,,,,,
211,R_270,The Elmira Gazette,1892-10-26,"October 27, 1892",U.S.,NY,Elmira,,First M.E. Church,,,,,n,,,,,,,"Elmira, NY, U.S.",,,,,,,,,,,
301,R_360,Ticonderoga Sentinel,1892-10-27,"November 2, 1892",U.S.,NY,Ticonderoga,,,,,,,n,"Also mentions an ""animated library""",,,,,,"Ticonderoga, NY, U.S.",,,,,,,,,,,
41,R_100,Cazenovia Republican,1892-10-27,"October 22, 1892",U.S.,NY,De Ruyter,The Ladies U A.S. of the Baptist Church,Union Hall,,,,,n,,,,,,,"De Ruyter, NY, U.S.",,,,,,,,,,,
79,,The Cecil Whig,1892-10-29,,,,,,,,,,,,,Chronicling America,79.0,"internal-pdf://1335354335/The Cecil Whig, October 29, 1892.pdf",,Chapel adjoining the church,"Elkton, Maryland",6247.0, Newspaper Article,Ladies of West Nottingham Presbyterian Church,Ladies of West Nottingham Presbyterian Church,"November 01, 1892",,,,,,
200,,The Jersey City news,1892-10-29,,,,,,,,,,,,,Chronicling America,200.0,"internal-pdf://0209359415/The Jersey City news, October 29, 1892.pdf",Same event is referenced in the issue from November 2,"Reynolds Memorial Chapel, No. 138 Avenue D","Jersey City, New Jersey",6401.0, Newspaper Article,Ladies Aid society of the Bergen Point M.E. church,Ladies Aid society of the Bergen Point M.E. church,"November 01, 1892",,,,,,
75,R_134,Geneva Advertiser,1892-11-01,"late November, 1892",U.S.,NY,Geneva,The ladies of the M.E. church,,,around 5 cents per dish,,,n,"Writes: ""It is a supper on the European plan""",,,,,,"Geneva, NY, U.S.",,,,,,,,,,,
242,R_301,The Malone Palladium,1892-11-03,"November 02, 1892",U.S.,NY,Chateaugay,The Young People's Society of Christian Endeavor of the M.E. Church,Parsonage,,,,"""large""",y,,,,,,,"Chateaugay, NY, U.S.",,,,,,,,,,,
176,,Herald and News,1892-11-03,,,,,,,,,,,,,Chronicling America,176.0,"internal-pdf://2851033901/Herald and News, November 03, 1892.pdf",Also mentioned November 11.,Congregational church hall,"West Randolph, Vermont",6358.0, Newspaper Article,,,"November 04, 1892",,,,,,
245,R_304,The Mechanicville Mercury,1892-11-04,"November 03, 1892",U.S.,NY,Mechanicville,The ladies of the Baptist church,Church,,,,,n,,,,,,,"Mechanicville, NY, U.S.",,,,,,,,,,,
124,R_183,Richmond County Advance,1892-11-05,"November 10, 1892",U.S.,NY,West New Brighton(?),The Emanuel Circle of King's Daughters,"The Reformed Chapel, Mariner's Harbor",,"Admission 10 cents, Supper 25 cents",,,n,,,,,,,"West New Brighton(?), NY, U.S.",,,,,,,,,,,
202,R_261,The Daily News Batavia,1892-11-11,"November 9, 1892",U.S.,NY,East Pembroke,The Ladies' Aid Society of the Baptist Church,Parsonage,Miss Bertha Sailes; Miss Richardsonl Ina Rich; Carrie Riley,,23.25$ USD,"""well attended""",y,,,,,,,"East Pembroke, NY, U.S.",,,,,,,,,,,
193,R_252,The Daily Leader Gloversville,1892-11-17,"November 18, 1892",U.S.,NY,Gloversville,Y.P.S.C.E. of the Presbyterian church,,,1-5 cents per dish,,,y,,,,,,,"Gloversville, NY, U.S.",,,,,,,,,,,
135,R_194,South Side Signal,1892-11-19,"December 01, 1892",U.S.,NY,Babylon,,Woman's Exchange,,,,,n,References the same event as R_193,,,,,,"Babylon, NY, U.S.",,,,,,,,,,,
203,R_262,The Daily News Batavia,1892-11-22,,U.S.,NY,East Pembroke,,,,,61.05$ USD,,n,Seems to be a difference event reference from R_261 despite the proximity,,,,,,"East Pembroke, NY, U.S.",,,,,,,,,,,
47,R_106,Chatham Courier,1892-11-30,"December 1, 1892",U.S.,NY,New Lebanon,The Baptist Society,Residence of J.B. Shumway,J.B. Shumway,,,,n,,,,,,,"New Lebanon, NY, U.S.",,,,,,,,,,,
69,R_128,Courier and Freeman,1892-11-30,"November 26, 1892",U.S.,NY,Childwold,The church,A.M. Lonkey,A.M. Lonkey,,,,n,,,,,,,"Childwold, NY, U.S.",,,,,,,,,,,
484,,The western sentinel,1892-12-01,,,,,,,,,,,,,Chronicling America,484.0,"internal-pdf://2367027914/The western sentinel, December 01, 1892.pdf",,Belo House,"Winston-Salem, North Carolina",6408.0, Newspaper Article,Wayside Workers,Wayside Workers,"November 25, 1892",,,,,,
247,R_306,The Medina Tribune,1892-12-01,"December 02, 1892",U.S.,NY,Medina,,Methodist Church,,,,,n,,,,,,,"Medina, NY, U.S.",,,,,,,,,,,
210,,Little Falls transcript,1892-12-02,,,,,,,,,,,,,Chronicling America,210.0,"internal-pdf://1253207669/Little Falls transcript, December 02, 1892.pdf",,Rhodes-Tanner block,"Little Falls, Minnesota",6273.0, Newspaper Article,Ladies of the Congregational church,Ladies of the Congregational church,"December 02, 1892",,,,,,
134,R_193,South Side Signal,1892-12-03,"December 01, 1892",U.S.,NY,Babylon,,Woman's Exchange,,,,,n,17 appetizing items on the menu,,,,,,"Babylon, NY, U.S.",,,,,,,,,,,
70,R_129,Dunkirk Evening Observer,1892-12-06,"December 6, 1892",U.S.,NY,Dunkirk,,Union Hall,,25 cents,,,n,,,,,,,"Dunkirk, NY, U.S.",,,,,,,,,,,
121,,The Enterprise,1892-12-07,,,,,,,,,,,,,Chronicling America,121.0,"internal-pdf://0304089168/The Enterprise, December 07, 1892.pdf",,Town Hall,"Wellington, Ohio",5935.0, Newspaper Article,The Ladies of the Congretional Church,The Ladies of the Congretional Church,"December 03, 1892",,,,,,
205,R_264,The Daily Palladium Oswego,1892-12-13,"December 15, 1892",U.S.,NY,Southwest Oswego,The Young People of the M.E. Church,Grange Hall,,,,,n,,,,,,,"Southwest Oswego, NY, U.S.",,,,,,,,,,,
2,,The aegis & intelligencer,1892-12-16,,,,,,,,,,,,,Chronicling America,2.0,"internal-pdf://2306743113/The aegis & intelligencer, December 16, 1892.pdf",Contains eBOF; same event is referenced in the issue from December 02,Town hall,"Darlington, Maryland",6240.0, Newspaper Article,Ladies of the M.E. church,Ladies of the M.E. church,"December 08, 1892",,,,,,
53,R_112,Cortland Standard,1892-12-23,"December 30, 1892",U.S.,NY,Virgil,,,Mr. Shaw; Mrs. Gertie Elster; Miss Lillie Lang; Mrs. Kate McKinney; |Mrs. Eva Muncey; Mrs. Eva Gee; Mr. Frankchristman; Mr. Lou Christman; Merton; Mr. A.V. Rounds; Aldine Watros; Nora Bell; May Reese; Ina Stillman; Iva Berlou; Etta Oaks; Lelia Curtis; John Warwick; MRs. Clinton Sager; Mrs. E.A. Craine; A. II Bruce; Mrs. Rodolph Trice,,,,n,,,,,,,"Virgil, NY, U.S.",,,,,,,,,,,
